text,sound_negative
Piece of junk. Doesn't work and has a defective plug that goes into headset. Granddaughter disappointed. Ended up buying a better one (a pink Minnie Mouse one for 30.00) at Best Buy. Returning this junk and annoyed I have to make an effort to return it.,0
as expected.,0
"I really like the red and black look of these charging cables. They’re nice and long, which is nice because I mainly got them to use in the car—my stereo still uses USB-A only to connect to my iPhone. They seem nice and sturdy, and it’s great to get a 3-pack.",0
"Absolutely love this little telescope. We bought it for watching the eclipse, and have continued enjoying looking at the night sky.<br />We had neighbors, and strangers, come over when they saw we had the telescope out on the day of the eclipse. We had a ball and met a lot of new people.",0
"I have two of the Seagate 1TB external hard drives (one for me, one for my husband). We've been extremely happy with them so I was eager to try out the 5TB. I stored copies of all the photos I have from over the last two decades, family videos, scanned copies of important documents & files. It's amazing how much the drive can store. It doesn't bother me that it has to be powered by an ac adapter because I have it connected to my desktop computer. File transfer is fast, and luckily I've had no issues with heat. However, I still make sure nothing falls on or covers any part of the drive, just in case.  I think it's a great drive for the price.",0
"Did exactly what it says it would do: split one HDMI signal into two outputs.  No muss, no fuss, plug in power, plug in your source, plug in your two outputs.  I used one to a monitor with an HDMI to DVI cable, and one to a tv set with an HDMI input and it worked just fine.",0
"So pleased with my new tv. With a few minor adjustments ( for my personal taste&#34;) , it was up and running quickly. Easily hooked up as I have cable only. Working perfectly.",0
"I got the rose-gold colored one, which I believe is made of slightly different material from the white and probably accounts for the slight price differential. The item feels solid and robust -- as it is &#34;cord like&#34; but not the usual soft cord. Less prone therefore to breakage at the neck of the cable. I am happy with it and will recommend. The item also comes with a Lifetime Warranty, another plus.  The delivery and packaging were very satisfactory.",0
"Very cool case.  Love the militaristic styling and durability to protect an expensive iPod.  Fits snugly, yet not too difficult to remove.  Love the separate cover that allows you to stand it up.",0
Me ayuda mucho a conversar mientras cocino.!,0
Na,0
The hole for the camera was in the wrong place.,0
Second time this was a replacement now the battery did not charge,0
great service and high quality,0
Great speaker. I use it in my classic convertible .,0
"But I've seen a few too many knock off chargers spark or singe. Most are perfectly fine. But the way you find out about the ones that aren't? :(<br /><br />So, yeah. This is worth it.",0
